insurance_company,recover_office_zip_code,damage_address_zip_code,office_distance,case_creation_year,case_creation_month,project_id
H,3300,3623,"50,9",2020,5,189146
D,4580,4580,"2,2",2020,12,189149
K,3718,3719,"9,2",2024,4,189151
J,4735,4735,"4,9",2021,9,189152
C,3219,3210,"3,4",2021,11,189153
J,6023,6014,"8,4",2021,9,189158
J,1389,1389,"1,2",2024,9,189160
N,2019,371,"23,3",2023,8,189164
E,7604,7600,1,2023,3,189165
C,6800,6811,"15,6",2021,1,189168
H,2619,2618,"9,6",2023,5,189172
C,283,1356,"4,5",2022,2,189177
E,3083,3058,"51,9",2023,1,189178
J,2383,2388,"3,4",2024,3,189182
J,1767,1784,"3,1",2025,2,189184
J,283,1358,"9,5",2020,10,189188
E,6900,6905,2,2024,4,189190
D,4013,4010,"1,6",2021,11,189193
C,4313,4050,"3,3",2024,3,189199
D,5911,5966,"76,2",2021,7,189201
J,283,875,"8,5",2022,11,189202
N,3513,3520,"14,5",2021,6,189204
J,9024,9040,"79,4",2022,9,189206
D,5147,5237,"9,9",2024,6,189208
J,6100,6065,"32,1",2023,7,189213
J,4580,4520,"30,8",2025,2,189220
K,8006,8012,1,2023,5,189222
J,6415,6425,"4,3",2023,4,189230
J,4848,4844,"6,9",2021,10,189231
C,2056,2052,"2,2",2023,3,189233
J,7038,7048,"7,2",2023,8,189238
J,5700,5705,"2,7",2021,2,189241
N,2406,2407,"4,3",2021,8,189242
J,9360,9300,"68,2",2024,2,189244
C,3057,3048,"8,2",2022,12,189251
J,975,1163,"15,6",2020,1,189257
D,1383,1383,"1,5",2020,9,189258
J,9514,9518,"3,8",2022,8,189259
C,6415,6412,"9,7",2020,8,189261
L,283,1367,"6,1",2023,1,189262
K,2211,2100,"27,4",2024,10,189265
J,5360,5307,"27,4",2022,8,189266
J,5360,5353,"3,9",2023,9,189267
C,5360,5353,"2,7",2022,11,189269
C,8613,8725,"32,9",2025,4,189277
C,3919,3725,"8,7",2020,10,189286
E,5911,5917,24,2024,10,189293
E,3138,3145,"16,3",2022,11,189301
K,8402,8480,"99,1",2024,5,189302
N,3262,3271,"4,9",2023,1,189307
N,8370,8390,"57,7",2023,3,189311
D,7820,7802,"3,4",2020,1,189314
C,283,1367,"4,4",2023,9,189322
E,1599,1531,4,2021,9,189323
J,5147,5392,"37,8",2020,7,189324
C,5033,5012,"3,5",2024,6,189327
J,7604,7041,"79,3",2022,8,189328
K,7900,7970,"22,1",2024,4,189330
K,7503,7550,"13,6",2021,10,189332
J,3735,3930,"5,9",2020,8,189333
J,5147,5136,"22,6",2022,1,189338
E,1383,1387,"4,2",2022,3,189342
C,2056,2162,"10,5",2022,8,189344
H,4580,4480,"26,7",2024,7,189345
J,7604,7630,"23,3",2023,10,189347
D,8613,8630,"50,2",2020,6,189348
N,2406,2450,"26,4",2021,5,189351
N,2406,2408,"2,4",2022,6,189357
J,7038,7054,"11,7",2024,10,189360
C,7900,7900,"8,6",2023,12,189363
J,6023,6060,"24,1",2023,8,189367
J,8656,8665,7,2024,8,189375
J,7340,7340,"2,9",2021,8,189376
E,8900,8960,"33,7",2022,5,189377
C,6008,6015,"3,2",2025,1,189378
J,5147,5200,"32,5",2022,1,189388
J,6415,6520,"58,1",2020,10,189396
N,975,2004,"15,6",2020,12,189397
C,5537,5537,"1,1",2023,7,189400
J,4013,4047,"8,6",2021,10,189402
D,6422,6440,17,2024,5,189405
D,3017,3048,"6,3",2023,9,189408
H,6900,6984,"103,4",2023,3,189409
J,1188,1181,"6,4",2020,2,189411
J,4515,4560,"64,6",2021,4,189421
N,3718,3728,"2,1",2020,11,189422
N,8208,8260,"115,7",2022,9,189424
J,5911,5256,"26,8",2021,6,189427
C,9024,9010,"6,7",2020,3,189431
C,2714,2760,"7,8",2023,8,189433
J,5911,5914,"9,9",2019,12,189438
N,3057,3442,"21,8",2023,9,189440
J,1618,1606,"6,5",2021,2,189443
J,5147,5042,"13,1",2021,11,189447
N,2619,2613,"5,7",2023,10,189451
J,3718,3715,"3,8",2025,1,189468
N,4313,4021,"11,7",2022,10,189471
D,8900,8920,"29,5",2021,4,189478
N,4820,3854,"74,9",2022,4,189479
D,4515,4514,"3,7",2022,2,189498
N,6900,6900,"1,7",2021,12,189504
J,7820,7740,"49,2",2021,3,189505
N,6100,6100,"4,3",2021,6,189507
J,5700,5700,"2,2",2021,9,189509
D,5360,5360,"6,8",2024,8,189510
J,3039,3038,"0,8",2020,6,189517
J,3919,3911,"6,9",2021,12,189519
J,4515,4514,"3,1",2020,11,189522
N,3718,3718,"1,4",2021,4,189523
C,4013,4023,"3,7",2024,1,189527
N,9407,9420,"19,2",2020,8,189536
E,3157,3282,49,2023,10,189538
J,975,1054,"1,9",2021,5,189543
J,3157,3150,"11,1",2020,12,189545
J,4013,4019,"4,2",2020,10,189546
N,4636,4611,12,2020,8,189548
J,7500,7059,"31,3",2020,10,189551
J,4515,4517,"2,7",2020,10,189553
N,6800,6829,"51,4",2022,4,189554
J,6023,6060,23,2021,11,189560
J,5147,5151,"4,2",2023,3,189562
J,283,275,"3,9",2023,8,189566
N,7038,7290,"47,9",2021,3,189570
E,2056,2040,"16,7",2021,6,189574
J,3718,3720,"4,9",2023,3,189579
J,5537,5537,"1,4",2024,1,189580
N,3300,3077,"40,1",2020,10,189596
J,2150,2166,"10,1",2025,4,189602
N,3157,3170,"8,6",2021,4,189604
F,4313,4353,"17,5",2021,8,189611
K,283,456,"10,1",2023,11,189613
N,1618,1672,"7,2",2020,8,189617
J,7820,7805,"3,2",2024,1,189631
F,7714,7796,"51,2",2021,11,189635
C,8803,8800,2,2024,2,189639
D,7820,7822,"12,3",2022,7,189642
E,8208,8209,"3,5",2021,6,189644
J,5430,5430,"7,2",2021,1,189656
N,9360,9360,"6,4",2021,8,189657
N,6100,6104,"3,3",2023,5,189663
C,1188,181,"9,4",2023,7,189675
N,6783,6783,"9,9",2020,5,189680
N,5147,5239,13,2022,8,189689
J,9514,9158,"140,4",2023,4,189698
G,3300,3055,"7,2",2024,3,189702
J,6856,6878,50,2020,7,189708
J,1406,1356,"5,8",2023,10,189710
J,5147,5154,"4,2",2025,3,189717
C,5360,5360,"6,7",2023,10,189736
K,7900,7900,"11,6",2024,12,189746
N,975,2010,"14,3",2020,10,189747
N,3157,3114,"9,9",2023,4,189749
C,1188,193,"8,5",2024,12,189752
E,5147,5223,"14,5",2020,8,189754
C,2211,2214,"3,1",2020,7,189755
J,3219,3218,"3,1",2024,9,189756
G,8656,8664,"13,3",2020,11,189760
K,3718,3746,"3,9",2019,12,189763
J,1738,1734,"3,4",2022,8,189767
C,485,257,"5,8",2025,1,189783
F,7820,7804,"3,6",2024,6,189789
K,977,2003,"13,4",2023,8,189790
C,6710,6710,"5,3",2020,4,189795
J,5911,5912,"14,7",2020,10,189804
N,4313,4044,"6,9",2022,11,189823
C,4636,4770,"14,2",2021,3,189833
N,1188,1188,"1,2",2022,9,189858
K,8012,8093,"36,5",2021,5,189862
N,9845,9800,"42,6",2021,3,189865
N,9300,9300,"1,9",2020,4,189869
N,3718,3742,"3,8",2022,8,189871
C,6718,6710,"10,9",2021,2,189874
J,4013,4085,"4,7",2020,6,189880
C,7170,7113,16,2021,6,189903
D,3138,3140,"4,7",2022,6,189911
N,4313,4005,"11,5",2019,9,189921
C,9024,9024,"0,3",2022,8,189930
N,7038,7074,"20,6",2021,3,189932
K,977,1182,"16,4",2022,10,189945
J,4344,4355,"11,7",2023,1,189951
H,1599,1528,"6,3",2022,12,189957
D,7604,7608,"9,3",2023,9,189959
K,7900,7900,"1,3",2024,1,189961
K,1086,2040,"24,6",2023,8,189962
H,3300,3302,"5,5",2021,10,189966
J,2383,2390,"16,2",2022,8,189969
C,2383,2388,"2,5",2023,2,189970
J,7038,7019,"4,7",2021,1,189976
J,4013,4072,"10,1",2025,5,189977
J,5911,,"113,3",2020,4,189978
N,9360,9357,"46,7",2020,9,189980
C,6008,6050,"15,8",2021,3,189981
C,283,265,"5,4",2023,1,189983
C,8400,8410,"56,1",2022,4,189984
J,9360,9050,"80,3",2024,2,189987
H,2211,2436,"66,5",2019,12,189989
N,1739,1555,"57,2",2020,5,189991
J,2619,2611,8,2021,6,189993
J,3157,3152,"9,6",2021,11,189995
F,4735,4735,"10,5",2021,10,189997
J,2821,2822,"16,2",2022,7,190002
N,3262,3290,"10,2",2021,9,190003
E,8656,8659,13,2025,6,190008
L,7038,7120,"70,2",2023,9,190010
J,1599,1560,"16,7",2020,10,190011
C,1767,1798,"25,8",2024,8,190012
N,1739,1860,"48,3",2023,8,190018
J,5360,5363,"14,4",2021,7,190019
J,4013,4014,"1,9",2020,10,190020
J,975,575,"6,5",2020,10,190021
K,6422,6320,"49,9",2025,5,190026
N,1086,691,"10,9",2022,10,190027
K,7500,7633,"34,8",2020,4,190029
N,2019,1476,"10,7",2022,12,190030
N,1618,1606,"6,5",2021,10,190032
K,9409,9403,"7,7",2024,2,190034
N,4313,4026,15,2023,2,190036
J,4848,4843,"7,4",2021,5,190037
J,2714,2730,"13,2",2022,8,190039
N,3157,3158,"20,7",2020,10,190047
E,3232,3230,"11,7",2023,1,190051
C,2619,2624,"3,3",2021,7,190055
N,6718,6729,"40,2",2020,6,190058
C,4950,4950,"0,6",2021,12,190063
C,2019,2007,"5,6",2023,8,190069
C,2900,2900,"1,7",2025,3,190078
N,8006,8070,"6,1",2022,12,190081
J,485,873,2,2025,4,190082
H,8613,8646,"42,9",2024,6,190083
D,7604,7609,"3,9",2022,8,190084
J,5147,5115,"3,8",2022,9,190085
K,3157,3158,20,2023,11,190089
J,2383,2316,"15,5",2019,12,190094
J,6023,6265,"29,4",2025,3,190100
E,1739,1739,0,2023,11,190101
N,5147,5142,"0,7",2022,11,190104
J,3138,3135,"4,3",2024,9,190107
J,1400,1459,"30,6",2022,1,190112
J,1086,1476,"2,8",2023,9,190114
J,3057,3045,"6,7",2024,6,190117
J,5147,5052,"9,7",2021,10,190119
C,1739,1738,5,2021,8,190120
E,3513,2760,"43,3",2022,5,190121
J,283,363,"6,9",2023,10,190127
H,8402,8450,"28,6",2023,5,190128
E,3157,3133,"13,7",2022,11,190129
K,1086,671,"6,8",2023,8,190134
C,6783,6763,"14,6",2023,3,190139
J,2940,2975,"43,2",2024,8,190142
N,5147,5225,"16,1",2023,4,190144
N,3157,3135,16,2021,2,190146
C,283,378,"5,5",2021,11,190149
N,4636,4632,"9,9",2022,9,190154
K,2150,2150,"1,7",2025,6,190155
J,3414,3440,"12,6",2018,11,190158
C,5537,5527,"4,3",2023,5,190161
N,9900,9901,"3,4",2021,7,190178
C,8208,8294,"157,5",2021,3,190180
E,5360,5357,"11,4",2021,3,190181
J,2406,2435,"25,5",2021,12,190183
G,4612,4630,"2,1",2023,1,190190
K,8900,8986,"37,6",2022,12,190193
J,3944,3711,"5,3",2022,11,190194
C,5147,5143,"1,8",2022,7,190196
N,7038,7016,"5,4",2021,3,190200
A,3017,3046,3,2021,12,190201
N,977,788,"16,5",2021,12,190202
J,5700,5785,"70,4",2022,8,190204
C,3302,3300,"1,4",2025,5,190205
E,3683,3825,"41,8",2022,8,190216
C,1599,1536,"4,5",2023,8,190217
C,1767,1786,"2,4",2021,2,190219
N,6023,6230,14,2022,8,190220
N,5147,5131,22,2020,3,190221
C,1188,264,"13,5",2021,1,190226
C,2940,2953,"17,3",2023,3,190227
N,3157,3120,"8,1",2021,3,190228
D,4580,4580,"3,1",2024,1,190230
J,4313,4311,"22,4",2021,12,190234
J,2900,2920,"4,6",2023,8,190241
J,9360,9470,"48,5",2021,5,190244
D,2900,3560,"59,6",2023,12,190246
J,4372,4371,"1,1",2024,4,190248
C,8208,8289,"157,1",2021,4,190249
L,4344,4340,"4,4",2024,5,190250
C,975,175,"9,5",2020,6,190251
C,7038,7033,"4,6",2021,8,190252
C,2019,2000,"6,6",2021,3,190254
C,3114,3150,"2,4",2025,1,190264
C,2019,1463,"8,4",2021,2,190267
K,8402,8410,"56,5",2022,10,190275
G,7038,7038,1,2022,1,190276
J,3262,3295,"20,5",2022,6,190277
J,4636,4823,"49,4",2025,1,190278
J,7604,7604,"0,5",2023,3,190283
C,6008,6007,"2,3",2021,4,190284
C,6100,6133,"9,7",2021,4,190287
J,5147,5056,"5,7",2025,5,190296
E,1086,585,9,2025,4,190299
J,2019,1481,"8,8",2020,10,190300
C,2056,2165,7,2024,1,190301
L,1738,1706,"2,6",2024,8,190303
C,4636,4638,"8,5",2021,3,190307
J,2406,2420,"72,5",2022,3,190311
G,7038,7340,"105,5",2022,11,190312
N,1767,1767,"0,4",2022,2,190313
C,7038,7037,"1,6",2023,2,190314
N,7714,7670,"16,3",2022,4,190315
N,2383,2390,"21,9",2022,4,190317
C,2714,2843,22,2023,8,190320
J,4335,4443,"60,3",2020,11,190325
N,3718,3277,"26,9",2023,8,190326
J,4344,4352,"11,4",2021,11,190327
N,7500,7504,"2,7",2020,7,190328
C,3550,3550,"5,7",2020,1,190332
E,7820,7802,"4,6",2021,9,190333
C,1618,1630,"8,4",2020,10,190334
J,7038,7013,"4,7",2021,12,190339
C,9409,9450,"33,4",2024,10,190341
D,4313,4315,"4,6",2020,5,190343
N,5147,5015,"6,8",2020,5,190348
N,1383,376,"22,8",2020,1,190349
C,5147,5162,"5,6",2023,8,190351
D,6783,6783,"39,3",2020,6,190352
J,4636,4639,"9,4",2021,12,190356
N,1599,1626,"29,5",2020,5,190357
J,7500,7519,"19,4",2022,1,190363
C,2019,2000,"7,6",2021,9,190366
J,5147,5164,"10,3",2019,7,190369
J,1383,1383,"1,5",2021,8,190370
J,8370,8300,68,2022,11,190372
C,6023,6222,"17,9",2022,8,190374
J,9024,9021,"17,2",2022,1,190375
J,2821,2821,"1,5",2022,5,190376
N,8208,8209,"3,1",2021,4,190391
N,6800,6995,"48,5",2022,1,190393
C,8613,8622,"3,4",2020,2,190394
C,7820,7856,"40,4",2022,8,190398
C,6718,6715,"26,4",2020,8,190399
C,9514,9517,"3,7",2020,12,190400
N,7820,7873,84,2022,4,190401
G,8656,8660,"6,1",2020,8,190403
K,7038,7088,"9,3",2021,8,190406
J,1739,1743,5,2024,1,190408
H,4370,4373,"3,2",2020,8,190409
E,6718,6700,"11,5",2019,9,190410
J,6023,6010,2,2022,9,190411
J,3126,3116,"1,6",2024,8,190412
D,5360,5354,"6,8",2024,12,190417
N,4636,4580,"84,4",2021,5,190426
J,3262,3262,"1,6",2023,8,190428
C,4013,4012,"2,5",2019,12,190430
N,3157,3135,"17,6",2020,5,190431
J,1400,1434,10,2020,9,190433
C,2019,2020,4,2022,12,190436
H,5911,5914,"6,5",2024,6,190440
N,8370,8370,"1,3",2022,1,190441
C,9024,9027,"31,9",2020,10,190442
L,3083,3275,"34,3",2024,4,190443
B,5542,4260,"5,4",2019,9,190446
C,3718,3716,"3,6",2021,3,190447
N,4636,4617,"13,3",2022,9,190450
J,8656,8661,"2,5",2023,6,190453
C,6718,6718,"4,1",2024,10,190454
D,7038,7021,"4,8",2024,12,190458
J,6415,6445,"8,6",2021,3,190463
J,6900,6905,"2,3",2021,4,190467
I,7604,7657,"9,6",2022,1,190469
J,2019,2000,"5,8",2022,10,190470
C,7900,7982,"66,3",2022,6,190472
C,5360,5353,"3,8",2024,5,190473
J,6885,2686,"111,6",2020,5,190479
C,2019,2013,"5,5",2020,9,190483
H,5542,5582,"43,4",2020,3,190484
J,3057,3060,"21,4",2023,10,190487
C,4013,4073,"10,3",2021,3,190491
D,4636,4639,"8,7",2023,7,190494
J,3718,3718,"1,1",2022,2,190496
C,7820,7770,"67,3",2020,9,190498
N,3683,3675,"4,4",2020,11,190501
C,2383,2385,"3,2",2019,6,190503
N,6718,6143,"59,1",2021,5,190504
N,1599,1515,"4,7",2021,3,190508
C,9514,9517,"3,7",2023,3,190509
J,7038,7028,"4,7",2022,2,190513
N,5033,5031,"0,9",2021,5,190520
N,6415,6413,"8,3",2021,6,190522
L,3017,3490,"29,7",2023,11,190524
K,6023,6006,"20,9",2023,5,190528
J,2821,2821,"3,6",2020,6,190535
C,8310,8310,"2,9",2024,8,190541
E,3083,3077,"19,8",2023,3,190542
J,5147,5161,"5,3",2019,12,190543
J,4636,4844,"57,9",2023,2,190544
C,5147,5142,"2,3",2023,1,190545
E,8208,8207,2,2024,3,190550
D,5360,5378,"17,2",2022,2,190553
D,6900,6900,"2,3",2022,12,190557
D,8900,8980,"39,9",2020,10,190560
K,3157,3184,"9,6",2023,9,190562
H,8656,8665,"6,9",2024,10,190563
C,7327,7332,"11,4",2021,1,190566
J,4313,4044,"7,4",2024,5,190579
N,1618,1415,"75,6",2023,8,190580
N,4636,4635,"4,7",2021,1,190582
J,1738,1743,"3,9",2025,5,190583
J,7604,7602,"3,4",2023,3,190584
N,4313,4049,"14,2",2023,9,190585
N,9900,9910,"12,1",2022,10,190588
N,1400,1412,15,2022,4,190589
J,6900,6900,"2,6",2021,10,190591
J,8400,8404,3,2022,1,190593
C,9514,9513,"6,4",2024,2,190594
D,6809,6963,"44,1",2024,8,190595
C,7038,7020,"6,8",2023,7,190599
J,8012,8003,"4,9",2020,4,190609
C,5700,5743,"67,1",2023,3,190613
C,1188,190,"7,4",2021,2,190622
C,7300,7336,25,2023,9,190624
N,1406,1168,"17,1",2022,11,190625
N,1599,1642,"21,9",2021,9,190631
N,1684,1678,"12,2",2021,3,190635
C,4013,4012,"0,5",2020,4,190637
J,2714,2848,"47,9",2019,10,190650
N,1618,1664,"5,3",2023,1,190654
C,2714,2743,"26,4",2019,10,190657
E,2714,2743,"26,8",2022,12,190660
C,1599,1533,"2,5",2021,4,190661
C,8006,8003,3,2025,2,190664
C,9152,9143,"99,4",2021,6,190670
K,9409,9415,"9,9",2024,9,190674
C,1188,1153,"3,3",2021,12,190677
J,4344,4365,"6,4",2023,3,190679
N,7604,7605,2,2021,8,190686
N,4636,4639,"10,3",2020,10,190687
J,3039,3038,"1,2",2020,9,190691
E,9360,9360,"4,7",2021,6,190695
J,1807,1832,"3,3",2022,9,190696
N,3683,3681,"1,6",2020,7,190698
C,2900,2960,"15,4",2022,4,190699
H,8370,8370,"2,6",2022,6,190703
J,3157,3174,"13,3",2022,12,190714
J,2821,2840,"16,2",2021,6,190717
J,4013,4028,"6,4",2020,1,190718
H,4313,4054,"9,6",2021,12,190734
K,7820,7863,"28,4",2021,3,190737
N,6415,6300,"57,1",2023,1,190738
J,2619,2612,"38,4",2021,11,190742
J,9024,9105,"19,8",2020,5,190744
C,1406,1407,"4,7",2023,8,190750
K,8370,8310,"47,3",2020,11,190751
C,1711,1710,"4,2",2022,10,190755
C,8370,8310,"48,9",2020,12,190760
N,6023,6057,"23,6",2020,11,190761
N,3157,3179,"7,2",2021,1,190763
J,975,953,"1,9",2021,2,190773
K,7604,7608,"5,2",2022,7,190776
J,9024,9060,"62,1",2021,3,190785
J,5147,5052,"9,1",2023,10,190788
J,4344,4352,11,2021,1,190793
D,3513,3534,"13,5",2023,8,190799
C,2940,2977,49,2023,2,190800
J,4636,4760,"26,8",2021,11,190803
N,8208,8255,"45,8",2022,3,190810
C,2019,1481,"8,8",2024,5,190811
D,8900,8920,"28,9",2021,9,190816
J,3157,3124,"10,2",2021,9,190827
H,4013,4056,"12,2",2023,11,190830
J,9360,9325,24,2024,4,190831
D,2383,2390,"17,5",2021,3,190836
J,2150,1929,"14,9",2020,3,190846
J,4013,4011,"3,2",2024,2,190863
J,8400,8450,"27,1",2020,7,190889
J,4313,4321,"8,8",2020,11,190914
K,7340,2512,"48,3",2024,3,190917
C,7900,7980,"76,3",2020,3,190920
D,6100,6080,"34,2",2020,11,190927
J,5911,5283,68,2020,8,190931
C,1911,2009,"5,4",2021,8,190946
H,4580,4550,"18,6",2023,4,190950
J,4370,4460,50,2021,9,190954
J,5430,5430,"3,3",2021,11,190955
H,4313,4321,"9,5",2020,10,190956
C,6700,6729,"35,1",2020,2,190968
D,3718,3744,"3,1",2022,7,190971
D,4636,4630,"9,2",2023,9,190975
N,7900,7900,"0,9",2023,2,190991
J,7038,7234,"31,8",2021,3,191001
C,5700,5713,"31,4",2022,12,191005
N,3718,3717,"2,6",2020,6,191035
N,6100,6065,"31,7",2022,2,191039
E,8900,8907,"2,6",2023,10,191047
N,4636,4626,"15,4",2020,4,191051
K,7670,7670,5,2025,4,191053
J,3962,3961,"6,2",2022,9,191088
J,2019,1472,"7,4",2021,2,191111
J,9024,9017,"8,6",2023,1,191119
N,977,572,"8,1",2021,4,191121
J,4612,4630,"2,1",2025,4,191134
N,283,1394,"12,1",2023,11,191136
N,6415,6416,"5,4",2023,6,191138
J,8370,8310,"62,8",2022,1,191141
C,4276,4276,"2,9",2024,6,191144
C,7820,7819,"44,7",2022,7,191150
C,2940,2953,"19,6",2022,12,191151
C,5430,5420,3,2024,6,191155
J,6415,6421,"4,5",2023,4,191158
J,9845,9960,"129,9",2025,5,191159
N,7038,7072,"8,2",2020,5,191161
C,1618,1613,"7,6",2020,2,191162
E,2150,2160,"8,2",2023,1,191163
C,5033,5011,"3,6",2023,2,191165
J,5147,5258,"9,5",2022,6,191167
K,3184,3176,"6,8",2025,3,191168
C,1389,1389,"1,3",2025,1,191169
J,9024,9040,"72,6",2023,4,191170
J,4612,4637,"6,9",2023,11,191175
G,2900,2910,"14,1",2023,8,191176
J,3262,3267,"5,9",2020,2,191178
C,3219,3209,"5,7",2023,12,191180
J,3138,3138,"1,1",2022,6,191182
K,7500,7517,"9,3",2020,11,191186
J,5147,5310,"20,8",2020,6,191188
N,7038,7125,"34,6",2020,6,191189
C,4515,4517,"10,3",2020,7,191192
J,9900,9912,"8,5",2022,9,191193
H,1618,1643,"17,8",2024,1,191195
C,5542,5542,"1,9",2021,3,191196
N,7500,7500,"3,4",2020,8,191197
D,5911,5943,"31,4",2021,1,191198
J,975,662,"6,8",2020,5,191200
N,3262,3292,"7,8",2022,3,191205
E,1618,1684,"25,4",2021,1,191206
J,283,1359,"9,6",2021,3,191207
C,8400,8402,"1,3",2019,11,191208
C,1086,1067,"5,1",2022,2,191209
C,1086,595,"5,9",2023,8,191210
J,3157,3124,"9,9",2022,12,191214
K,8402,8470,"63,6",2022,8,191215
K,8402,8489,"91,6",2024,1,191217
N,9514,9512,"8,1",2023,4,191218
J,5412,5440,"15,8",2024,11,191219
J,2406,2270,"44,9",2022,4,191220
J,5147,5164,"9,3",2019,8,191221
D,5360,5360,"3,2",2023,9,191222
G,8208,8255,"65,7",2023,6,191225
K,975,2016,"22,1",2022,1,191227
H,8803,8800,"2,5",2024,9,191231
J,6415,6507,"70,2",2021,3,191233
J,4636,4638,"7,7",2020,3,191236
J,5412,5419,"24,2",2022,8,191238
G,7038,7350,"23,9",2023,12,191240
K,9024,9040,"73,3",2024,3,191242
E,3232,3290,"19,5",2024,8,191244
C,3718,3734,"3,4",2022,9,191246
C,6070,6089,"35,6",2022,3,191248
C,8012,8006,3,2020,9,191250
J,9409,9440,"39,3",2025,1,191251
C,2714,2750,8,2020,4,191252
H,4013,4042,"6,3",2021,7,191254
J,5537,5565,"18,1",2024,9,191255
K,7714,7670,"13,6",2025,6,191256
C,5911,5953,"37,1",2021,5,191258
C,7038,7016,"5,7",2023,8,191259
C,4313,4033,"1,6",2023,1,191261
C,1739,1739,"1,8",2021,10,191262
D,7820,7820,"0,7",2023,2,191264
I,6023,6011,"5,8",2020,10,191266
C,4313,4034,"2,8",2023,11,191268
C,975,871,"10,3",2021,5,191270
C,5147,5008,"7,6",2020,10,191273
G,3718,3748,"18,7",2020,10,191274
D,3219,3219,"0,5",2021,2,191276
N,1684,1670,"11,3",2021,4,191277
C,7503,7503,"1,8",2022,10,191279
J,5147,5243,"21,6",2022,9,191282
J,2383,2386,"3,3",2021,4,191283
C,4335,4335,"5,9",2022,3,191284
N,6100,6120,"20,3",2020,8,191286
N,1739,1659,"7,6",2023,1,191287
C,1188,1263,"9,5",2019,9,191289
C,7604,7620,"12,4",2023,10,191290
E,5147,5237,"10,2",2023,1,191291
C,2056,2060,"9,4",2021,2,191292
J,3940,3950,"5,7",2020,6,191294
C,2940,2943,"4,3",2023,11,191297
C,1086,1071,"4,5",2023,1,191298
J,2211,2216,"8,9",2021,2,191300
N,6800,6813,"4,5",2021,2,191303
E,7038,7038,0,2023,3,191304
J,4370,4372,"3,1",2021,11,191305
C,7500,7500,"3,7",2021,7,191306
N,283,580,26,2020,9,191312
C,2019,987,"11,1",2020,6,191314
C,283,752,"3,2",2023,4,191315
C,4313,4034,"2,8",2021,3,191316
D,283,1358,3,2022,5,191317
K,1086,1929,42,2024,9,191320
J,6100,6094,44,2021,6,191321
K,7604,7609,"7,7",2022,6,191322
H,2619,2609,"1,2",2020,8,191324
C,975,476,"8,6",2019,5,191325
C,5463,5462,"4,5",2024,4,191327
D,5542,4262,"5,6",2019,8,191328
D,6770,6826,"39,8",2021,1,191329
J,8400,8402,"1,5",2020,10,191330
D,5360,5353,"8,8",2024,4,191331
J,1188,1188,"1,1",2020,11,191335
J,4636,4625,"23,6",2020,6,191338
J,8402,8403,"2,3",2023,2,191339
K,7038,7015,"5,4",2024,12,191343
K,6783,6011,"109,5",2023,12,191345
C,8208,8200,"1,5",2022,1,191346
J,975,953,"1,7",2021,2,191348
C,4612,4614,"0,9",2024,1,191354
H,5460,5450,"5,1",2024,1,191355
J,3683,3677,"7,8",2021,4,191356
H,7170,7180,"66,7",2021,1,191358
C,1850,1878,"8,1",2023,8,191360
C,4313,4051,"4,8",2021,2,191363
J,2150,2166,"6,9",2020,7,191364
C,3550,3550,"12,4",2020,5,191365
J,4370,4462,"53,7",2020,8,191367
C,9024,9020,6,2025,5,191369
J,1738,1721,"2,9",2023,5,191370
C,1711,1718,"5,2",2023,11,191371
J,3083,3180,"7,2",2022,8,191373
J,2019,2013,"5,7",2022,6,191374
N,7340,7335,"55,3",2021,1,191375
C,5412,5413,"21,2",2023,6,191378
C,3940,3943,"2,2",2020,4,191380
N,7820,7800,"3,3",2022,8,191381
C,7900,7982,"64,4",2024,4,191382
J,1406,1407,"10,6",2022,8,191384
C,4013,4021,"5,1",2023,5,191385
K,9360,9360,3,2020,4,191386
C,7900,7994,"90,3",2019,3,191387
C,1911,1911,"2,2",2024,2,191388
K,485,683,"8,4",2025,6,191389
J,8402,8414,51,2023,2,191390
J,3718,3731,"6,1",2021,2,191392
J,5360,5357,"10,3",2023,6,191394
N,4313,4008,"11,5",2022,4,191395
J,5147,5155,"5,8",2020,11,191401
L,6008,6050,"11,7",2025,3,191404
C,7038,7049,"4,8",2021,12,191405
E,2019,2020,2,2021,3,191406
C,2900,2960,"21,1",2023,1,191408
N,4313,4083,16,2023,1,191412
C,3219,3234,"5,7",2023,6,191414
C,1767,1777,"1,2",2024,8,191417
C,4313,4053,"9,4",2024,1,191419
C,1767,1781,"2,1",2019,2,191422
K,9409,9404,"6,1",2023,3,191423
L,4013,4085,"4,5",2023,11,191426
J,6100,6150,"10,3",2023,4,191428
H,5131,5104,"9,7",2023,8,191429
N,6023,6008,"13,1",2022,7,191431
N,6415,6419,"4,5",2023,3,191434
C,1400,1404,"17,3",2020,8,191436
N,4313,4023,"12,1",2022,11,191439
C,1400,1452,"34,5",2020,5,191441
J,8402,8410,"56,1",2021,11,191443
C,1599,1529,"6,5",2023,9,191446
C,5147,5172,"9,6",2020,4,191447
N,1599,1555,"13,6",2021,8,191448
C,2383,2353,"15,1",2023,2,191450
E,7500,7520,"16,3",2022,3,191451
J,2383,2315,"16,9",2022,11,191453
G,3083,3077,"27,8",2024,8,191455
C,1807,1816,"14,9",2024,1,191456
L,7900,7994,80,2024,6,191457
J,4276,4276,"2,1",2023,10,191459
C,1599,1580,"9,5",2021,9,191462
K,9409,9414,"3,8",2023,7,191465
J,6023,6030,"13,8",2022,9,191468
